anime_id,Name,Score,Genres,Japanese name,Type,Episodes,Aired,Producers,Studios,Source,Duration,Rating,Ranked,Popularity,Favorites
116,El Hazard: The Wanderers,6.97,"Adventure, Comedy, Romance, Fantasy",神秘の世界エルハザード,TV,26,"Oct 6, 1995 to Mar 29, 1996","TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa",AIC,Original,23 min. per ep.,PG-13 - Teens 13 or older,3735,4198,35
117,El Hazard: The Magnificent World,7.32,"Adventure, Comedy, Romance, Fantasy",神秘の世界エルハザード,OVA,7,"May 26, 1995 to Jan 25, 1996",Pioneer LDC,AIC,Original,34 min. per ep.,PG-13 - Teens 13 or older,2240,4129,91
118,El Hazard 2: The Magnificent World,6.85,"Adventure, Comedy, Fantasy",神秘の世界 エルハザード 第2期,OVA,4,"Mar 21, 1997 to Oct 25, 1997",Pioneer LDC,AIC,Original,30 min. per ep.,PG-13 - Teens 13 or older,4239,5421,5
119,Final Approach,6.56,"Comedy, Drama, Romance, Slice of Life",φなる・あぷろーち,TV,13,"Oct 3, 2004 to Dec 26, 2004",Trinet Entertainment,Zexcs,Visual novel,14 min. per ep.,PG-13 - Teens 13 or older,5567,2887,48
120,Fruits Basket,7.69,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",フルーツバスケット,TV,26,"Jul 5, 2001 to Dec 27, 2001","TV Tokyo, Nihon Ad Systems, King Records",Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1058,314,9504
121,Fullmetal Alchemist,8.17,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",鋼の錬金術師,TV,51,"Oct 4, 2003 to Oct 2, 2004","Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System",Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,337,52,26564
122,Full Moon wo Sagashite,7.96,"Music, Comedy, Supernatural, Drama, Romance, Shoujo",満月をさがして,TV,52,"Apr 6, 2002 to Mar 29, 2003",Nihon Ad Systems,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,585,1519,1823
123,Fushigi Yuugi,7.64,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo",ふしぎ遊戯,TV,52,"Apr 6, 1995 to Mar 28, 1996","TV Tokyo, Shogakukan-Shueisha Productions, Yomiko Advertising, Apollon",Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1172,1434,2277
124,Fushigi Yuugi: Eikouden,6.86,"Adventure, Fantasy, Romance, Drama, Shoujo",ふしぎ遊戯 -永光伝,OVA,4,"Dec 21, 2001 to Jun 25, 2002",Unknown,Studio Pierrot,Manga,30 min. per ep.,PG-13 - Teens 13 or older,4189,4101,69
125,Futakoi,6.49,"Comedy, Romance, School",双恋,TV,13,"Oct 6, 2004 to Dec 29, 2004",Lantis,Telecom Animation Film,Original,24 min. per ep.,PG-13 - Teens 13 or older,5946,2900,22
126,Futakoi Alternative,6.91,"Comedy, Drama, Romance",フタコイ オルタナティブ,TV,13,"Apr 7, 2005 to Jun 30, 2005",Lantis,"ufotable, feel., Studio Flag",Original,24 min. per ep.,PG-13 - Teens 13 or older,3968,3071,71
127,Gate Keepers,6.96,"Action, Sci-Fi, Comedy, Fantasy, Mecha, Shounen",ゲートキーパーズ,TV,24,"Apr 3, 2000 to Sep 18, 2000",Media Factory,Gonzo,Game,25 min. per ep.,PG-13 - Teens 13 or older,3767,3717,59
128,Gate Keepers 21,6.79,"Action, Drama, Mecha, Sci-Fi, Shounen",ゲートキーパーズ21,OVA,6,"Apr 24, 2002 to Jan 8, 2003",Unknown,Gonzo,Game,30 min. per ep.,PG-13 - Teens 13 or older,4489,5026,23
129,Gensoumaden Saiyuuki,7.59,"Action, Adventure, Comedy, Demons, Drama, Shounen, Supernatural",幻想魔伝 最遊記,TV,50,"Apr 4, 2000 to Mar 27, 2001","TV Tokyo, Dentsu, Group TAC",Studio Pierrot,Manga,23 min. per ep.,R - 17+ (violence & profanity),1315,2359,833
130,Saiyuuki Reload,7.41,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",最遊記RELOAD,TV,25,"Oct 2, 2003 to Mar 25, 2004",Unknown,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1858,3071,116
131,Saiyuuki Reload Gunlock,7.42,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",最遊記RELOAD GUNLOCK,TV,26,"Apr 2, 2004 to Sep 24, 2004",Unknown,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1840,3724,51
132,GetBackers,7.61,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",ゲットバッカーズ　奪還屋,TV,49,"Oct 5, 2002 to Sep 20, 2003","TBS, Kodansha, Rondo Robe, Rakuonsha",Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1249,1339,911
133,Green Green,6.21,"Comedy, Ecchi, Romance, School, Slice of Life",グリーングリーン,TV,12,"Jul 12, 2003 to Sep 27, 2003","Pony Canyon, Memory-Tech, Studio Jack",Studio Matrix,Visual novel,24 min. per ep.,R+ - Mild Nudity,7303,1333,263
134,Gunslinger Girl,7.42,"Action, Psychological, Military, Drama, Sci-Fi",ガンスリンガー・ガール,TV,13,"Oct 9, 2003 to Feb 19, 2004","Marvelous, Fuji TV",Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),1821,920,1140
135,Hikaru no Go,8.11,"Comedy, Game, Shounen, Supernatural",ヒカルの碁,TV,75,"Oct 10, 2001 to Mar 26, 2003","TV Tokyo, Dentsu, Dream Force",Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,400,1287,2186
136,Hunter x Hunter,8.42,"Action, Adventure, Super Power, Fantasy, Shounen",HUNTER×HUNTER（ハンター×ハンター）,TV,62,"Oct 16, 1999 to Mar 31, 2001",Fuji TV,Nippon Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,143,319,9525
137,Hunter x Hunter: Original Video Animation,8.33,"Action, Adventure, Super Power, Shounen",HUNTER×HUNTER Original Video Animation,OVA,8,"Jan 17, 2002 to Apr 17, 2002",Unknown,Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,205,1375,408
138,Hunter x Hunter: Greed Island,8.21,"Action, Adventure, Super Power, Fantasy, Shounen",ハンターｘハンター:Greed Island,OVA,8,"Feb 5, 2003 to Apr 16, 2003",Unknown,Nippon Animation,Manga,22 min. per ep.,PG-13 - Teens 13 or older,299,1244,318
139,Hunter x Hunter: Greed Island Final,8.29,"Action, Adventure, Super Power, Fantasy, Shounen",ハンター×ハンター　G・I　Final,OVA,14,"Mar 3, 2004 to Aug 18, 2004",Unknown,Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,230,1288,268
141,Jinki:Extend,6.14,"Mecha, Sci-Fi",ジンキ・エクステンド,TV,12,"Jan 6, 2005 to Mar 24, 2005","TV Asahi, GANSIS",feel.,Manga,23 min. per ep.,R - 17+ (violence & profanity),7618,4923,10
142,Kamikaze Kaitou Jeanne,7.45,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",神風怪盗ジャンヌ,TV,44,"Feb 13, 1999 to Jan 29, 2000",Unknown,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1746,2363,499
143,Kannazuki no Miko,6.87,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",神無月の巫女,TV,12,"Oct 2, 2004 to Dec 18, 2004","Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment",TNK,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4169,2000,767
144,Kanon,7.11,"Drama, Romance, Slice of Life, Supernatural",カノン,TV,13,"Jan 31, 2002 to Mar 28, 2002","Movic, Fuji TV, Fujipacific Music",Toei Animation,Visual novel,24 min. per ep.,G - All Ages,3174,2105,248
145,Kareshi Kanojo no Jijou,7.61,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",彼氏彼女の事情,TV,26,"Oct 2, 1998 to Mar 26, 1999","TV Tokyo, GANSIS","Gainax, J.C.Staff",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1254,875,2188
146,Kono Minikuku mo Utsukushii Sekai,6.76,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",この醜くも美しい世界,TV,12,"Apr 2, 2004 to Jun 18, 2004","Geneon Universal Entertainment, TBS, Rondo Robe, Movic","Gainax, Shaft",Original,24 min. per ep.,R+ - Mild Nudity,4625,2145,178
147,Kimi ga Nozomu Eien,7.24,"Drama, Romance, Slice of Life",君が望む永遠,TV,14,"Oct 5, 2003 to Jan 4, 2004","Lantis, Media Factory, Age",Studio Fantasia,Visual novel,23 min. per ep.,R+ - Mild Nudity,2604,1187,1072
148,Kita e.: Diamond Dust Drops,6.62,"Drama, Romance, Slice of Life",北へ。 ～Diamond Dust Drops～,TV,12,"Jan 20, 2004 to Apr 5, 2004",Unknown,Studio Deen,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,5305,5411,9
149,Loveless,6.86,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",LOVELESS,TV,12,"Apr 7, 2005 to Jun 30, 2005","Bandai Visual, TV Asahi, Movic",J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4203,1215,1632
150,Blood+,7.66,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",ブラッドプラス,TV,50,"Oct 8, 2005 to Sep 23, 2006","Aniplex, Mainichi Broadcasting System",Production I.G,Original,24 min. per ep.,R - 17+ (violence & profanity),1116,431,4623
151,Re: Cutey Honey,7.12,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",Re:キューティーハニー,OVA,3,"Jul 24, 2004 to Sep 25, 2004",Toei Video,"Gainax, Toei Animation",Manga,46 min. per ep.,R+ - Mild Nudity,3130,3430,133
152,Solty Rei,7.28,"Action, Sci-Fi, Super Power",ソルティレイ,TV,24,"Oct 7, 2005 to Mar 31, 2006","AIC, TV Asahi, Sotsu Music Publishing",Gonzo,Original,23 min. per ep.,R - 17+ (violence & profanity),2447,3233,124
153,Juuni Kokuki,8.06,"Action, Adventure, Fantasy, Magic, Supernatural",十二国記,TV,45,"Apr 9, 2002 to Aug 30, 2003",Sogo Vision,Studio Pierrot,Novel,25 min. per ep.,PG-13 - Teens 13 or older,464,1266,2261
154,Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",シャーマンキング,TV,64,"Jul 4, 2001 to Sep 25, 2002","TV Tokyo, Nihon Ad Systems, TV Tokyo Music",Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,853,477,3672
155,X/1999,6.59,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural","エックス, X/1999",Movie,1,3-Aug-96,"Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty",Madhouse,Manga,1 hr. 37 min.,R - 17+ (violence & profanity),5420,2904,128
156,X,7.43,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",X−エックス−,TV,24,"Oct 3, 2001 to Mar 27, 2002","Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com",Madhouse,Manga,24 min. per ep.,R+ - Mild Nudity,1804,1818,796
157,Mahou Sensei Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",魔法先生 ネギま！,TV,26,"Jan 6, 2005 to Jun 30, 2005",Starchild Records,Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3708,1208,601
158,Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",マリア様がみてる,TV,13,"Jan 8, 2004 to Apr 1, 2004","Rondo Robe, TV Tokyo Music",Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2178,2170,663
159,Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",忘却の旋律,TV,24,"Apr 7, 2004 to Sep 22, 2004","Kadokawa Shoten, TBS, KENMedia","Gainax, J.C.Staff",Manga,23 min. per ep.,PG-13 - Teens 13 or older,6657,3975,43
160,"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi",今、そこにいる僕,TV,13,"Oct 14, 1999 to Jan 20, 2000","Victor Entertainment, Pioneer LDC, Rakuonsha",AIC,Original,25 min. per ep.,R - 17+ (violence & profanity),1140,1309,1018
161,Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",PEACE MAKER 鐵,TV,24,"Oct 8, 2003 to Mar 24, 2004","GDH, TV Asahi, Imagica",Gonzo,Manga,24 min. per ep.,R - 17+ (violence & profanity),2186,2251,307
162,Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",ぴたテン,TV,26,"Apr 7, 2002 to Sep 29, 2002",Broccoli,Madhouse,Manga,24 min. per ep.,G - All Ages,3863,3626,104
163,Power Stone,6.48,"Adventure, Comedy, Fantasy, Historical, Shounen",パワーストーン,TV,26,"Apr 3, 1999 to Sep 25, 1999",Avex Entertainment,Studio Pierrot,Game,20 min. per ep.,PG - Children,6015,5874,20
164,Mononoke Hime,8.72,"Action, Adventure, Fantasy",もののけ姫,Movie,1,12-Jul-97,"Tokuma Shoten, Nippon Television Network",Studio Ghibli,Original,2 hr. 15 min.,PG-13 - Teens 13 or older,40,91,17114
165,RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",ラーゼフォン,TV,26,"Jan 21, 2002 to Sep 11, 2002","Asatsu DK, Fuji TV",Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,1820,1395,949
166,Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",サムライセブン,TV,26,"Jun 12, 2004 to Dec 25, 2004","GDH, Sotsu Music Publishing",Gonzo,Other,26 min. per ep.,PG-13 - Teens 13 or older,1646,1295,744
167,Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",スクラップド・プリンセス,TV,24,"Apr 8, 2003 to Oct 7, 2003","Kadokawa Shoten, A-Line",Bones,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1861,1637,433
168,s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",スクライド,TV,26,"Jul 4, 2001 to Dec 26, 2001",Yomiko Advertising,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1969,1787,673
169,Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",真月譚 月姫,TV,12,"Oct 10, 2003 to Dec 26, 2003","TBS, Rondo Robe, Movic",J.C.Staff,Visual novel,24 min. per ep.,R - 17+ (violence & profanity),3970,1086,654
170,Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",スラムダンク,TV,101,"Oct 16, 1993 to Mar 23, 1996","TV Asahi, Animax",Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,92,728,5471
171,Strange Dawn,6.35,"Adventure, Drama, Fantasy",ストレンジ・ドーン,TV,13,"Jul 11, 2000 to Sep 26, 2000",Unknown,Hal Film Maker,Original,23 min. per ep.,PG - Children,6634,7014,7
173,Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",タクティクス,TV,25,"Oct 6, 2004 to Mar 30, 2005","Studio Izena, MediaNet",Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2668,2670,184
174,Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",天上天下,TV,24,"Apr 2, 2004 to Sep 17, 2004",TV Asahi,Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),3911,934,647
175,Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",東京アンダーグラウンド,TV,26,"Apr 2, 2002 to Sep 24, 2002",TV Tokyo Music,Studio Pierrot,Manga,25 min. per ep.,PG-13 - Teens 13 or older,5230,3254,41
176,Triangle Heart: Sweet Songs Forever,6.19,"Adventure, Romance",とらいあんぐるハート -Sweet Songs Forever-,OVA,4,"Jul 24, 2003 to Dec 26, 2003",Discovery,Seven Arcs,Visual novel,28 min. per ep.,PG-13 - Teens 13 or older,7381,5991,6
177,Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",ツバサ・クロニクル,TV,26,"Apr 9, 2005 to Oct 15, 2005","NHK, Kodansha",Bee Train,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1437,759,2284
178,Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",ウルトラマニアック,TV,26,"May 20, 2003 to Nov 11, 2003","WAO World, Studio Jack",Production Reed,Manga,24 min. per ep.,G - All Ages,2871,3103,141
179,Ultra Maniac OVA,6.69,"Comedy, Magic, Romance, School",ウルトラマニアック,OVA,1,6-Aug-02,Unknown,Production Reed,Unknown,21 min.,G - All Ages,4978,6509,4
180,Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",ヴァンドレッド,TV,13,"Oct 3, 2000 to Dec 19, 2000","GDH, Dentsu, Media Factory",Gonzo,Original,22 min. per ep.,PG-13 - Teens 13 or older,2723,1771,436
181,Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",ヴァンドレッド the second stage,TV,13,"Oct 5, 2001 to Jan 18, 2002","GDH, Dentsu, Media Factory",Gonzo,Original,22 min. per ep.,PG-13 - Teens 13 or older,1850,2326,117
182,Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",天空のエスカフローネ,TV,26,"Apr 2, 1996 to Sep 24, 1996","TV Tokyo, Bandai Visual",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1037,1157,2086
183,Whistle!,7.39,"School, Shounen, Sports",ホイッスル！,TV,39,"May 6, 2002 to Feb 3, 2003",Marvelous,Studio Comet,Manga,24 min. per ep.,G - All Ages,1939,4545,73
184,Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space",ゼノサーガ THE ANIMATION,TV,12,"Jan 6, 2005 to Mar 24, 2005",Happinet Pictures,Toei Animation,Game,23 min. per ep.,PG-13 - Teens 13 or older,6577,3838,46
185,Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",頭文字〈イニシャル〉D,TV,26,"Apr 19, 1998 to Dec 6, 1998","OB Planning, Fuji TV","Gallop, Studio Comet",Manga,25 min. per ep.,PG-13 - Teens 13 or older,231,638,6949
186,Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",頭文字〈イニシャル〉D SECOND STAGE,TV,13,"Oct 15, 1999 to Jan 21, 2000","OB Planning, Fuji TV",Pastel,Manga,23 min. per ep.,PG-13 - Teens 13 or older,391,1095,691
187,Initial D Third Stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen",頭文字〈イニシャル〉D THIRD STAGE,Movie,1,13-Jan-01,OB Planning,Studio Deen,Manga,1 hr. 45 min.,PG-13 - Teens 13 or older,689,1270,469
188,Gosenzo San'e,6.11,"Comedy, Hentai, Mystery, Supernatural",御先祖賛江,OVA,4,"Sep 25, 1998 to Mar 25, 1999","AIC, Green Bunny, BEAM Entertainment",Unknown,Original,30 min. per ep.,Rx - Hentai,Unknown,8469,4
189,Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",ラブひな,TV,24,"Apr 19, 2000 to Sep 27, 2000","Production I.G, TV Tokyo, Yomiko Advertising",Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3037,645,1584
190,Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",ラブ ひな Again,OVA,3,"Jan 26, 2002 to Mar 27, 2002","Starchild Records, Audio Tanaka",Xebec,Manga,30 min. per ep.,PG-13 - Teens 13 or older,2581,1715,95
191,Love Hina Christmas Special: Silent Eve,7.34,"Slice of Life, Comedy, Romance",ラブひなクリスマススペシャル ～サイレント・イヴ～,Special,1,25-Dec-00,Yomiko Advertising,Xebec,Manga,46 min.,PG-13 - Teens 13 or older,2174,2177,49
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.21,"Adventure, Comedy, Romance",ラブひな春スペシャル 〜キミサクラチルナカレ!!〜,Special,1,2-Apr-01,Yomiko Advertising,Xebec,Unknown,46 min.,PG-13 - Teens 13 or older,2731,2307,23
193,Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",まぶらほ,TV,24,"Oct 14, 2003 to Apr 6, 2004","Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",J.C.Staff,Light novel,24 min. per ep.,R+ - Mild Nudity,4444,1583,259
194,Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",マクロス ゼロ,OVA,5,"Dec 21, 2002 to Oct 20, 2004",Bandai Visual,Satelight,Original,30 min. per ep.,R+ - Mild Nudity,1438,2809,125
195,Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",おねがい☆ティーチャー,TV,12,"Jan 10, 2002 to Mar 28, 2002","Bandai Visual, Genco",Daume,Original,23 min. per ep.,PG-13 - Teens 13 or older,2877,1008,926
196,Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",おねがい☆ツインズ,TV,12,"Jul 15, 2003 to Oct 14, 2003","Bandai Visual, Genco, Lantis",Daume,Original,25 min. per ep.,PG-13 - Teens 13 or older,4123,1699,192
197,Rizelmine,6.55,"Sci-Fi, Comedy, Romance, Ecchi, School",りぜるまいん,TV,24,"Apr 3, 2002 to Dec 22, 2002",m.o.e.,"Madhouse, Imagin",Manga,15 min. per ep.,R+ - Mild Nudity,5608,3495,51
198,Speed Grapher,7.35,"Action, Mystery, Super Power",スピードグラファー,TV,24,"Apr 8, 2005 to Sep 30, 2005","TV Asahi, WAO World, TAP",Gonzo,Original,23 min. per ep.,R+ - Mild Nudity,2105,1458,602
199,Sen to Chihiro no Kamikakushi,8.83,"Adventure, Supernatural, Drama",千と千尋の神隠し,Movie,1,20-Jul-01,Toho,Studio Ghibli,Original,2 hr. 5 min.,PG - Children,23,41,25610
200,Tenshi na Konamaiki,7.48,"Comedy, Magic, Romance, Shounen",天使な小生意気,TV,50,"Apr 6, 2002 to Mar 29, 2003",Unknown,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1653,3426,133
201,Video Girl Ai,7.21,"Comedy, Drama, Ecchi, Romance",電影少女 VIDEO・GIRL・AI,OVA,6,"Mar 27, 1992 to Aug 28, 1992",Shueisha,Production I.G,Manga,29 min. per ep.,R+ - Mild Nudity,2725,3409,107
202,Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",ウルフズレイン,TV,26,"Jan 7, 2003 to Jul 29, 2003","Bandai Visual, Asatsu DK, Fuji TV",Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,803,528,5716
203,Words Worth,6.75,"Adventure, Hentai, Demons, Magic, Fantasy",ワーズ・ワース,OVA,5,"Aug 25, 1999 to Nov 25, 2000",Green Bunny,Arms,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,5518,38
204,Yumeria,6.11,"Action, Comedy, Ecchi, Harem, Super Power",ゆめりあ,TV,12,"Jan 9, 2004 to Mar 26, 2004",Unknown,Studio Deen,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,7783,3283,35
205,Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",サムライチャンプルー,TV,26,"May 20, 2004 to Mar 19, 2005","Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG",Manglobe,Original,24 min. per ep.,R - 17+ (violence & profanity),105,86,29414
206,Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",ロードス島戦記　英雄騎士伝,TV,27,"Apr 1, 1998 to Sep 30, 1998","Kadokawa Shoten, Yomiko Advertising, Marubeni",AIC,Novel,24 min. per ep.,PG-13 - Teens 13 or older,2951,3255,117
207,Lodoss-tou Senki,7.4,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",ロードス島戦記,OVA,13,"Jun 30, 1990 to Nov 23, 1991","Kadokawa Shoten, TBS, Marubeni",Madhouse,Novel,25 min. per ep.,R - 17+ (violence & profanity),1904,2236,487
